"DateTime";"Players";"Average Players";"Flags"
"2023-06-12 00:00:00";39367;31735;
"2023-06-13 00:00:00";37858;30562;
"2023-06-14 00:00:00";51209;31425;
"2023-06-15 00:00:00";45315;35205;
"2023-06-16 00:00:00";42617;33820;
"2023-06-17 00:00:00";42301;34581;
"2023-06-18 00:00:00";41533;33843;
"2023-06-19 00:00:00";38247;29486;
"2023-06-20 00:00:00";37161;25576;
"2023-06-21 00:00:00";41961;27340;
"2023-06-22 00:00:00";37946;29807;
"2023-06-23 00:00:00";36249;29154;
"2023-06-24 00:00:00";36809;30440;
"2023-06-25 00:00:00";37635;29996;
"2023-06-26 00:00:00";33113;25807;
"2023-06-27 00:00:00";31237;24516;
"2023-06-28 00:00:00";39275;25485;
"2023-06-29 00:00:00";35565;27819;
"2023-06-30 00:00:00";33577;26672;
"2023-07-01 00:00:00";33482;27231;
"2023-07-02 00:00:00";34199;27142;
"2023-07-03 00:00:00";30977;23803;
"2023-07-04 00:00:00";30210;23312;
"2023-07-05 00:00:00";36937;24040;
"2023-07-06 00:00:00";33591;26695;
"2023-07-07 00:00:00";32068;25684;
"2023-07-08 00:00:00";32093;26475;
"2023-07-09 00:00:00";32925;26201;
"2023-07-10 00:00:00";28947;22913;
"2023-07-11 00:00:00";28247;22505;
"2023-07-12 00:00:00";41897;24346;
"2023-07-13 00:00:00";34730;25266;
"2023-07-14 00:00:00";34109;26885;
"2023-07-15 00:00:00";34146;27615;
"2023-07-16 00:00:00";34946;27071;
"2023-07-17 00:00:00";30453;23533;
"2023-07-18 00:00:00";29068;22457;
"2023-07-19 00:00:00";35927;22906;
"2023-07-20 00:00:00";31165;24805;
"2023-07-21 00:00:00";30129;23836;
"2023-07-22 00:00:00";30280;24679;
"2023-07-23 00:00:00";30983;24168;
"2023-07-24 00:00:00";28057;21383;
"2023-07-25 00:00:00";26211;20565;
"2023-07-26 00:00:00";33411;22161;
"2023-07-27 00:00:00";31127;23762;
"2023-07-28 00:00:00";29432;23091;
"2023-07-29 00:00:00";29731;23975;
"2023-07-30 00:00:00";30808;23930;
"2023-07-31 00:00:00";27320;21221;
"2023-08-01 00:00:00";26887;20558;
"2023-08-02 00:00:00";32982;21077;
"2023-08-03 00:00:00";30510;23408;
"2023-08-04 00:00:00";28624;22924;
"2023-08-05 00:00:00";29373;23489;
"2023-08-06 00:00:00";30398;23566;
"2023-08-07 00:00:00";26694;20962;
"2023-08-08 00:00:00";26086;19941;
"2023-08-09 00:00:00";34680;20966;
"2023-08-10 00:00:00";32587;25164;
"2023-08-11 00:00:00";30831;24473;
"2023-08-12 00:00:00";30412;24688;
"2023-08-13 00:00:00";30716;24161;
"2023-08-14 00:00:00";27470;21794;
"2023-08-15 00:00:00";25907;20496;
"2023-08-16 00:00:00";47729;12947;
"2023-08-17 00:00:00";46169;37202;
"2023-08-18 00:00:00";41835;33208;
"2023-08-19 00:00:00";41569;33609;
"2023-08-20 00:00:00";42180;33310;
"2023-08-21 00:00:00";37897;29351;
"2023-08-22 00:00:00";37191;28338;
"2023-08-23 00:00:00";42703;28756;
"2023-08-24 00:00:00";40025;31227;
"2023-08-25 00:00:00";40216;31629;
"2023-08-26 00:00:00";41283;33187;
"2023-08-27 00:00:00";42871;33314;
"2023-08-28 00:00:00";36900;29153;
"2023-08-29 00:00:00";35880;28075;
"2023-08-30 00:00:00";27881;17240;
"2023-08-31 00:00:00";40645;31449;
"2023-09-01 00:00:00";37734;29771;
"2023-09-02 00:00:00";38101;30423;
"2023-09-03 00:00:00";38743;30090;
"2023-09-04 00:00:00";36229;27370;
"2023-09-05 00:00:00";32973;25331;
"2023-09-06 00:00:00";40510;24896;
"2023-09-07 00:00:00";39115;29776;
"2023-09-08 00:00:00";37568;29924;
"2023-09-09 00:00:00";38891;31334;
"2023-09-10 00:00:00";40124;31381;
"2023-09-11 00:00:00";35271;27481;
"2023-09-12 00:00:00";35534;27261;
"2023-09-13 00:00:00";55818;28059;
"2023-09-14 00:00:00";53770;37796;
"2023-09-15 00:00:00";50440;40522;
"2023-09-16 00:00:00";52038;42220;
"2023-09-17 00:00:00";52263;41724;
"2023-09-18 00:00:00";45861;35831;
"2023-09-19 00:00:00";45153;34271;
"2023-09-20 00:00:00";54695;33654;
"2023-09-21 00:00:00";49670;39644;
"2023-09-22 00:00:00";50602;39245;
"2023-09-23 00:00:00";51237;41282;
"2023-09-24 00:00:00";51844;40353;
"2023-09-25 00:00:00";45824;35234;
"2023-09-26 00:00:00";42563;33492;
"2023-09-27 00:00:00";53643;32503;
"2023-09-28 00:00:00";48328;38708;
"2023-09-29 00:00:00";46746;38697;
"2023-09-30 00:00:00";49569;39707;
"2023-10-01 00:00:00";47194;37701;
"2023-10-02 00:00:00";42540;33475;
"2023-10-03 00:00:00";40861;32344;
"2023-10-04 00:00:00";53225;32229;
"2023-10-05 00:00:00";51521;41177;
"2023-10-06 00:00:00";48661;39882;
"2023-10-07 00:00:00";51135;41105;
"2023-10-08 00:00:00";49803;41112;
"2023-10-09 00:00:00";49889;37271;
"2023-10-10 00:00:00";46346;35939;
"2023-10-11 00:00:00";50800;28527;
"2023-10-12 00:00:00";55958;44304;
"2023-10-13 00:00:00";49585;40952;
"2023-10-14 00:00:00";51541;41692;
"2023-10-15 00:00:00";48581;40116;
"2023-10-16 00:00:00";45089;35992;
"2023-10-17 00:00:00";41800;32147;
"2023-10-18 00:00:00";52358;29831;
